id_request,bs,change_of_load,service_time,distance
0,999999,0.0,0.0,0
100002,9,4.0,110.1,12.816005617976296
200002,111111,0.0,125.0,8.0
200001,111111,1.0,130.0,0.0
100001,198,0.0,143.47998459686235,7.211102550927979
200003,111111,4.0,220.0,7.211102550927979
100003,78,0.0,227.9215901290804,4.123105625617661
200004,111111,2.0,655.0,4.123105625617661
100004,13,0.0,671.5996894444384,8.94427190999916
200005,111111,4.0,730.0,8.94427190999916
100005,28,0.0,743.6041978059466,7.280109889280518
200006,111111,1.0,820.0,7.280109889280518
100006,231,0.0,837.0951800297653,9.219544457292889
100008,89,4.0,864.0042865850802,9.219544457292889
200008,111111,0.0,875.0,5.830951894845301
200007,111111,2.0,895.0,0.0
100007,195,0.0,910.8792067477233,8.544003745317532
100010,10,4.0,979.9879360472578,13.038404810405298
200010,111111,0.0,995.0,8.06225774829855
200009,111111,4.0,1015.0,0.0
100009,267,0.0,1032.4811660444943,9.433981132056605
999999,999999,0.0,21065.0,10.307764064044152
